osm_id,osm_name_street,osm_nodes
39661685,Jose Marti,5
39661698,Ubinas,8
39661705,Parque de las leyendas,5
39661730,Añaquito,3
39661741,Nevado Chachani,2
39661744,Punta Malpelo,2
39661749,Isla Mazorca,1
39661764,Av. Faucett,2
39661779,Hernando de Zoto,11
39661787,Calle 4,3
39661788,Jose Marti,8
39661796,Francisca Zubiaga,5
39661799,Gonzalo Pizarro,4
39661801,Isla de Gallo,2
39661827,Capitan Manuel Ferreyros,3
39661829,Andres Castelo,3
39661846,Salaverry,3
39661848,Las delicias,5
39661850,Copacabana,2
39675708,Dionisio Derteano,2
39681991,German Schreiber,2
39681997,Micaela Bastidas,2
39682129,Los Ruiseñores este,3
39682147,Calle 17,6
39682449,Los Ruiseñores este,9
39682452,Brasilia,2
39682455,Los Jilgueros,3
39682456,Los Herrerillos,3
39682480,Los Milanos,5
39682484,Las Grojillas,4
39682489,Pasaje Conocacha,1
39682646,Los Milanos,2
39682654,Calle 2,1
39683255,Carlos Villaran,17
40022615,Richard Wagner,2
40268245,Estrella de Italia,11
40268331,Valmore Roncalla,5
40268347,Carlos Ferreros,8
40268357,Calle 7,3
40268443,Calle 8,1
40268457,Calle 6,2
40268468,Calle 44,4
40268507,Bernini,8
40268519,Av. de las Artes Sur,13
40268599,Moretti,1
40268642,Derain,2
40268655,Morisot,4
40268694,Morelli,2
40268707,Holbein,2
40268712,Vittore Carpaccio,2
40268722,Ucello,3
40268776,Tiziano,12
40268789,Georges Seurat,1
40268798,Boccioni,9
40268816,Tintoretto,4
40268822,Cezzane,3
40268831,Leonardo da Vinci,8
40268895,Zurbaran,2
40268912,Donatello,5
40268922,Degas,2
40268941,Matisse,1
40268969,Boticelli,3
40268971,Giotto,1
40268982,Miguel Olave,1
40268985,Murillo,3
40269004,Picasso,2
40269006,Goya,3
40269008,Rembrand,1
40269037,Velazquez,6
40269045,Rubens,5
40299816,Paseo de la República,14
40300923,Jose Galvez,5
40301203,Canta,11
40301214,Caplina,2
40389120,O'Donavan,3
40655711,Avenida Proceres de la Independencia,24
40701605,Santa Mariana de Paredes,11
40704239,Santa Teodosia,8
40716663,Paracas,6
40716664,Avenida Abraham Lincoln,8
40716666,Av. Alejandro Bertello,17
40716667,Av. Alejandro Bertello,15
40721293,Santa Bernardita,4
40721303,Santa Honorata,2
40721306,Santa Honorata,1
40743610,Panamericana Norte,44
40749678,Victor Malasquez,2
40750556,Punta Hermosa,5
40750563,28 de Julio,8
40756171,Santa Sabina,5
40791311,LIMA,38
40990993,Avenida Fernando Wiese,75
40992060,Avenida Lima,12
40992260,Av Los Eucaliptos,25
40992261,Av Los Eucaliptos,12
40997523,Av. Garcilazo de la Vega,19
40997524,Avenida Arequipa,30
41000549,Leonidas Laserre,2
41000694,La Alborada,9
41000997,La Alborada,12
41001455,Cesar Figueroa Toledo,2
41002022,Rosales,6
41002337,Julio Rodavero,4
41002699,Mercurio,7
41006534,Saturno,6
41006593,Neptuno,5
41010155,Santa Susana,4
41011105,Santa Paula,5
41012597,Calle 5,2
41012609,Jose Francisco Arana,5
41012614,Calle 3,2
41012970,Avenida Canadá,12
41013087,Psj Abancay,2
41013112,Av San Juan Masias,9
41222350,Cabo Gutarra,16
41222470,Calle Olavegoya,1
41222859,Av. Guardia Republicana (Ex. La Capilla),19
41222860,Av. Villacampa (Ex. La Capilla),5
41222861,Av. Vilacampa (Ex. La Capilla),5
41224959,Huarochiri,13
41224960,Huarochiri,13
41498428,La Victoria,2
41731086,San Pedro,5
41731098,Bolivar,5
41731710,Ramon Castilla,13
41731847,Victor Raul Haya De La Torre,5
41731995,Tarapaca,6
41732017,Moore,7
41732202,Bolognesi,6
41732233,Miguel Grau,4
41732243,San Pedro,1
41732306,Union,5
41732324,CRISTOBAL COLON,4
41732355,San Roman,5
41732388,Virgen Dolorosa,1
41734284,Calle 6,3
41734387,Calle 7,3
41734403,Calle 8,4
41734405,Calle 9,3
41734429,Calle 3,4
41734448,Calle 2,3
42211168,Uruguay,11
42213116,Pomabamba,17
42213129,Quilca,10
42215043,Washington,12
42215047,Prol. Tacna,2
42219131,Jr. Manuel Beingolea,7
42312538,Nazca,13
42312595,Avenida 28 de Julio,9
42315558,Lerida,2
42336776,Jaime Bausate y Meza,28
42337956,Feliciano de la  Vega,26
42339768,Jr. Moreno Alcala,2
42432493,Calle 1,10
42458269,Jose Santos Chocano,11
42458493,Las Malvas,6
43200309,Las Flores,15
43200313,Carretera Central,16
43200343,Nicolas Ayllon,3
43315271,Calle C,1
43475428,Mariscal Castilla,12
43475482,Santa Ana,5
43475492,Lozada,2
43475518,Cauchos,2
,8
56001915,Calle Loma de Los Suspiros,5
60093494,Av. Rafael Escardo,10
60104874,Alfredo Icaza,5
60104877,Collasuyo,4
60104881,Mollocmarca,7
60104883,Huacarunco,2
60104886,Cayrucachi,3
60104887,Otorongo,1
60104891,Saycusca,1
60104893,Astete,2
60104894,Incahuasi,3
60104897,Los Suspiros,1
60104898,Chinchaisuyo,6
60104899,Contisuyo,6
60104902,Pumacurco,4
60104905,Chaquilcacha,4
60104907,Capitan Alfredo Novoa Cava,1
60104908,J. Hoyle,2
60104909,Juan Enrrique  Valladares,4
60104910,Reynafarje,2
60104913,Necochea,1
60104915,Isidrio Suarez,6
60104917,Necochea,1
60104918,Validores,8
60104919,Pedro Chamochumbi Aguirre,4
60104920,Calle 10,1
60104921,Alberto Barton,1
60104924,Nieto,1
60104925,Hipolito Unanue,5
60104927,Julian Arce,3
60104928,Julio Cesar Tello,2
60104930,Luis Aldama,2
60104931,Calle 9,1
60104936,Parque de las leyendas,7
60104937,Parque de las leyendas,4
60104938,Carlos Gonzales Posada,3
60104950,Martin de Murua,3
60104951,Fortunato Quezada,11
60104952,Carlos Gonzales,3
60252613,Jose Barrionuevo,3
61731254,Ruta 1C,1
61732235,Pampas,2
61732242,Llumpa,4
61732243,Los Jazmines,9
61732245,Los Laureles,7
61732246,Los Olivos,15
61732248,Av. Los Proceres de Huandoy,30
61732249,Calle 29,5
61732251,Las Girnaldas,1
61732252,Av. Las Palmeras,44
61732254,Av. Los Proceres de Huandoy,10
61732259,Las Camelias,4
61733684,25 de Enero,4
61733685,Av. Mexico,1
62097542,Bolognesi,7
64222853,Avenida 28 de Julio,5
64222855,De la Técnica,2
64222856,De la Técnica,1
64222857,Av. 28 de Julio,1
64222859,De la Ciencia,3
64222860,Artesania,1
64222862,San Luis,28
64222863,Jr. Huanuco,7
64222864,De las Bellas Artes,5
64222865,Av. 28 de Julio,1
64222866,López de Ayala,34
64255178,Tomas Marsano,1
64255182,SALVADOR ALLENDE,32
64255193,Republica de Panama,3
64255198,"Paseo de la Republica, Via Expressa",1
64255232,Andres Tinoco,4
65494651,Condesa de Chinchon,1
65496858,General Belgrano,11
65496873,Copacabana,6
65496880,Avenida Paso de los Andes,6
65496886,Avenida Paso de los Andes,5
65496895,Calle J.J. Pasos,15
65496904,Avenida Colombia,18
65496910,La Huaca,5
65498730,Avenida Del Rio,10
65498737,Avenida Del Rio,4
65498740,Bahia,6
65498742,Teruel,4
65498743,Salta,4
65498750,El Gondal,3
65498752,Maipu,9
66394738,calle 11,8
66491150,Calle 9,2
67610538,Marte,5
67610543,Venus,2
67616322,Saturno,2
67616324,Avenida Constelación,8
67616325,Avenida Constelación,8
67616327,Urano,3
67616328,Ganimedes,7
67616329,Mercurio,1
67616332,Jupiter,1
67616955,Avenida Galaxia,10
67616962,Avenida Galaxia,6
67622637,Orion,2
67622654,Pluton,2
67625240,Urano,3
67625253,Marte,5
67625255,Meteoro,1
67625259,Satelite,5
67625262,Los Aerolitos,3
67626149,Nebulosas,7
67626152,Jr. Los Meteoritos,2
67626154,Satelite,3
67626155,Las Estrellas,1
67626157,Estrellas,1
67626160,Jupiter,4
67626161,Neptuno,8
67626162,Ganimedes,3
67626163,Nebulosas,2
67626166,Venus,4
67626167,Mercurio,1
67626214,Osa Mayor,2
67627871,Osa Mayor,2
67627872,Orion,2
67627873,Meteoritos,2
67627874,Centauro,1
67628404,El Angel,2
67654208,Av. Canto Grande,8
67654215,Nevado de Huandoy,2
67654218,Nevado Ausangate,6
67654384,Av. Marco Polo,9
67659103,Avenida Jorge Basadre Oeste,9
67659577,Avenida El Sol,1
67659579,13 de Enero,5
67659581,13 de Enero,7
67659587,13 de Enero,9
67659591,Avenida Jorge Basadre Este,15
67659598,Avenida El Sol,25
67660605,Proceres de la Independencia,35
67663913,Avenida Las Flores de Primavera,32
67686830,Nevado Solimana,7
67686831,Nevado Huascaran,6
67686834,Nevado Pancari,1
67686838,Nevado Sarasara,7
67693319,Los Amelos,2
67693320,Las Acacias,3
67693344,Los Amelos,3
67693357,Las Retamas,2
67693360,Los Badianes,3
67693362,Las Mimbreras,2
67693389,Los Huertos,6
67693391,Zumaques,2
67693397,Las Alheñas,4
67695170,San Hilaron Oeste,8
67698868,Los Malvaviscos,3
67698872,Las Retamas,2
67698876,Las Oxalidas,3
67698887,Los Pelitres,4
67698889,Las Acacias,1
67698913,Las Oxalidas,3
67699550,Los Pelitres,2
67701598,Jorge Chavez,2
67708126,Los Naranjos,3
67708638,Avenida El Bosque,16
67709109,Huaraz,11
67709120,Independencia,5
67709129,General Varela,8
67709137,Catrovirreyna,9
67709145,Jorge Chavez,11
67709150,Aguarico,9
67709154,Aguarico,11
67709462,Los Duraznos,6
67712791,Avenida Del Parque,24
67712837,Avenida Los Alamos,6
67712935,Los Ciruelos,7
67713061,Los Postes Este,15
67713175,13 de Enero,24
67713180,13 de Enero,25
67713181,Los Postes Este,18
67713257,San Hilaron Este,1
67713402,Las Gravas,6
67713404,Las Perlas,2
67713406,Las Salvitas,1
67713408,Las Arenillas,3
67713409,Las Escarchas,4
67713410,Los Zafiros,6
67713463,Los Opalos,6
67714593,Las Baldosas,1
67714600,Los Zafiros,5
67714603,Los Rubies,9
67714617,Los Topacios,10
67715699,Las Rocas,2
67715703,Las Arcillas,3
67715706,Las Perlas,4
67715707,Los Corales,1
67715712,Pedregal,3
67716590,Jamesonita,5
67716596,Los Esmeriles,3
67716599,Las Arcillas,1
67801625,Meliton Carbajal,2
67801629,Santiago Martinez Cornejo,3
67801630,Ricardo Palma,1
67801631,Ramon Castilla,5
67801632,Eloy Espinoza S.,4
67801634,Antonio Garland,1
67801637,Marco Nicolini,3
67801641,Michael Fort,8
67801644,Pedro Paulet,6
67801763,Enrique Rosa,6
67801766,Segundo Carrion,3
67802564,Juan Vicente Nicolini,6
67802566,Antonio Garland,7
67802567,Manuel Ramirez,3
67802572,Henry Arrendondo,5
67803093,Av. Honorio Delgado,8
67803094,Av. Honorio Delgado,7
67803112,Alheli,11
67865013,Federico Villareal,4
67865014,Pasaje 2,3
67865015,Independencia,7
67865016,Pichincha,4
67865017,Don Bosco,4
67865018,Centenario,9
67865019,General Orbegoso,8
67865020,Pasaje 3,4
67865021,Pasaje 4,2
67865022,Pasaje 5,1
67865024,General Vidal,6
